dbn,schoolname,rr_s,rr_t,rr_p,N_s,N_t,N_p,nr_s,nr_t,nr_p,saf_p_11,com_p_11,eng_p_11,aca_p_11,saf_t_11,com_t_11,eng_t_11,aca_t_11,saf_s_11,com_s_11,eng_s_11,aca_s_11,saf_tot_11,com_tot_11,eng_tot_11,aca_tot_11
30Q228,P.S. 228 Early Childhood Magnet School of the Arts,39,86,11,289,0,28,338,9.4,8.8,8.7,8.8,9.1,8.1,8.4,8.5,9.2,8.4,8.5,8.7
30Q230,I.S. 230,96,70,53,918,46,469,956,66,886,8.6,7.5,7.6,7.9,7.6,5.6,6.7,7.7,6.8,6.1,6.7,7.6,7.7,6.4,7,7.7
30Q234,P.S. 234,90,100,43,562,0,48,563,8.8,7.8,7.8,8,8.4,7.6,8,8.5,8.6,7.7,7.9,8.3
30Q235,Academy for New Americans,99,93,94,202,13,174,204,14,186,9.5,8.8,8.5,8.9,9.3,8.3,9.1,9.4,9.1,8.3,8.8,9.1,9.3,8.5,8.8,9.1
30Q280,P.S. 280,100,97,8,101,0,8,104,9.5,8.7,8.3,8.9,8.9,8.6,9.2,9.2,9.2,8.6,8.7,9.1
30Q286,"Young Women's Leadership School, Astoria",99,100,85,422,28,331,427,28,388,8.9,8,8.1,8.2,7.5,6.6,7.1,7.6,8.1,7.1,7.7,8.3,8.1,7.2,7.7,8
30Q301,Academy for Careers in Television and Film,96,100,64,296,25,195,308,25,304,9,8.8,8.2,8.8,8.1,8.6,8.5,8.9,7.3,6.8,7.7,8.1,8.2,8.1,8.1,8.6
30Q445,William Cullen Bryant High School,79,82,23,2256,138,610,2873,169,2670,7.5,7,7.1,7.3,7.5,6.6,7.4,7.7,6.6,5.6,6.5,7.2,7.2,6.4,7,7.4
30Q450,Long Island City High School,70,81,9,2329,165,295,3347,203,3179,6.9,6.4,6.7,6.7,6.6,6.7,7.3,7.4,5.6,5.4,6,6.7,6.3,6.1,6.7,7
30Q501,Frank Sinatra School of the Arts High School,88,76,50,637,35,354,723,46,710,8.4,7.3,7.5,7.5,7.3,5.6,5.8,6.6,7,5.8,6.3,7.1,7.6,6.2,6.5,7.1
30Q502,Information Technology High School,91,95,49,832,58,438,916,61,895,8,7.3,7.2,7.4,7,6.5,6.2,7,6.5,6.1,6.6,7.1,7.1,6.6,6.7,7.2
30Q555,Newcomers High School,85,92,35,864,66,319,1013,72,908,8.4,7.6,7.3,7.7,8.1,6.6,7,8,7.4,5.6,6.6,7,8,6.6,7,7.5
30Q575,Academy of American Studies,96,88,27,645,36,175,671,41,650,8.1,7.3,7.4,7.6,7.2,6.7,6.9,7.5,6.8,6,6.8,7.7,7.4,6.7,7,7.6
30Q580,Baccalaureate School for Global Education,97,55,39,390,17,152,401,31,392,8.8,7.3,7.4,8.1,8.2,6,6,7.1,8,7.1,7.4,8.4,8.3,6.8,7,7.9
31R001,P.S. 001 Tottenville,100,63,36,246,0,36,390,9,8.3,8.1,8.6,9.1,8.4,8.7,9,9.1,8.3,8.4,8.8
31R002,I.S. R002 George L. Egbert,92,82,54,839,55,442,916,67,825,7.9,7.3,7.3,7.5,6.9,6.8,7,7.3,5.7,5.7,6,7.1,6.8,6.6,6.8,7.3
31R003,P.S. 003 The Margaret Gioiosa School,96,87,51,617,0,53,708,8.7,7.6,7.4,8,8.2,5.7,6.7,7.3,8.4,6.7,7.1,7.6
31R004,P.S. 004 Maurice Wollin,89,80,81,485,0,91,609,8.6,7.7,7.6,7.8,7.8,6.9,7.6,7.7,8.2,7.3,7.6,7.8
31R005,P.S. 005 Huguenot,100,73,14,112,0,14,153,9.1,8.2,7.8,8.4,9.9,9.3,9.9,9.8,9.5,8.8,8.9,9.1
31R006,P.S. 6 Corporal Allan F. Kivlehan School,98,75,54,476,0,55,638,8.6,7.8,7.6,8,8.4,7.8,8.4,8.6,8.5,7.8,8,8.3
31R007,I.S. 007 Elias Bernstein,98,75,64,1147,53,665,1171,71,1041,8.4,7.6,7.4,7.9,8.2,7.1,7.6,8.3,7.3,6.4,7.3,8,7.9,7,7.4,8.1
31R008,P.S. 8 Shirlee Solomon,100,100,30,345,0,29,336,9.3,8.8,8.6,9.1,9.6,9.2,9.4,9.6,9.5,9,9,9.3
31R011,P.S. 11 Thomas Dongan School,95,62,21,145,0,22,234,9,8.3,8.2,8.4,7.1,4.9,6.7,7.3,8,6.6,7.5,7.8
31R013,P.S. 013 M. L. Lindemeyer,79,54,38,326,0,48,605,8.7,7.9,7.6,8,7,6.2,6.4,7.2,7.9,7,7,7.6
31R014,P.S. 014 Cornelius Vanderbilt,92,72,49,340,0,53,471,8.1,7.4,7.4,7.5,6.8,7.8,8,8.3,7.4,7.6,7.7,7.9
31R016,P.S. 016 John J. Driscoll,65,50,51,356,0,79,709,8.5,7.8,7.8,8.1,6.3,5.6,6.5,6.9,7.4,6.7,7.1,7.5
31R018,P.S. 018 John G. Whittier,87,76,46,364,0,53,481,8.5,8,7.9,8.2,6.7,6.3,6.6,7.3,7.6,7.1,7.2,7.7
31R019,P.S. 019 The Curtis School,87,66,41,321,0,47,490,8.9,8.4,8.2,8.7,7.7,6,7,7.6,8.3,7.2,7.6,8.2
31R020,P.S. 020 Port Richmond,79,72,30,274,0,38,378,9,8.5,8.4,8.4,7.9,7.6,8,8.6,8.5,8,8.2,8.5
31R021,P.S. 21 Margaret Emery-Elm Park,100,98,39,342,0,39,349,8.9,8.1,8,8.3,8.8,8.5,9.2,9.2,8.9,8.3,8.6,8.7
31R022,P.S. 022 Graniteville,94,52,75,458,0,80,885,8.6,8,7.8,8.3,6.9,5.6,6.4,6.9,7.8,6.8,7.1,7.6
31R023,P.S. 023 Richmondtown,94,91,32,358,0,34,394,8.8,8.1,7.9,8.3,8.5,8.3,8.4,8.9,8.7,8.2,8.1,8.6
31R024,I.S. 024 Myra S. Barnes,98,75,45,1409,75,586,1439,100,1308,8,7,7.3,7.5,7.8,7.5,7.6,8.3,6.3,5.8,6.7,7.5,7.4,6.8,7.2,7.8
31R026,P.S. 026 The Carteret School,100,42,14,48,0,14,115,8.8,7.5,7.3,7.4,8,8,8,8.5,8.4,7.7,7.6,7.9
31R027,I.S. 027 Anning S. Prall,98,100,48,1053,89,469,1072,87,974,7.9,6.9,7.1,7.4,7.4,7.3,7.7,8.2,6.2,6,6.7,7.4,7.2,6.7,7.2,7.7
31R029,P.S. 029 Bardwell,90,96,35,545,0,39,570,9.5,9.1,9,9.4,9.3,8.5,9.1,9.3,9.4,8.8,9.1,9.3
31R030,P.S. 030 Westerleigh,90,68,54,449,0,60,659,8.8,8,7.9,8.3,7.8,5.5,6.8,7.1,8.3,6.8,7.3,7.7
31R031,P.S. 031 William T. Davis,89,65,41,239,0,46,367,8.9,8.3,8,8.3,8.2,7.7,7.8,8.1,8.6,8,7.9,8.2
31R032,P.S. 032 The Gifford School,78,61,40,396,0,51,646,8.5,7.9,7.8,8.3,7.2,6.6,6.8,7.5,7.8,7.2,7.3,7.9
31R034,I.S. 034 Tottenville,100,100,84,1139,74,869,1143,73,1038,8.9,8.2,8.1,8.6,9.2,8.7,9.1,9.3,7.2,6,7.3,8,8.4,7.6,8.2,8.6
31R035,P.S. 35 The Clove Valley School,80,99,16,275,0,20,278,9,8.1,7.9,8.3,8.2,7.2,8.1,8.1,8.6,7.6,8,8.2
31R036,P.S. 036 J. C. Drumgoole,72,60,43,411,0,60,690,8.2,7.6,7.8,7.8,7.3,6,6.8,7.6,7.8,6.8,7.3,7.7
31R038,P.S. 038 George Cromwell,85,100,28,316,0,33,297,8.9,8,8,8.2,8.4,6.4,6.9,8.1,8.7,7.2,7.4,8.1
31R039,P.S. 39 Francis J. Murphy Jr.,100,79,32,317,0,31,403,9.1,8.4,8.1,8.7,8.2,6.7,7.8,8.4,8.6,7.5,8,8.6
31R041,P.S. 041 New Dorp,80,89,37,473,0,46,530,8.6,8,8,8.1,7.1,5.4,5.7,6.6,7.9,6.7,6.8,7.4
31R042,P.S. 042 Eltingville,99,71,67,513,0,68,720,8.9,8.3,8.3,8.7,8.6,8.1,8.9,9.2,8.8,8.2,8.6,8.9
31R044,P.S. 044 Thomas C. Brown,94,49,68,326,0,72,665,8.6,8.1,8,8.3,6.4,6.8,6.7,7.4,7.5,7.5,7.3,7.8
31R045,P.S. 045 John Tyler,85,69,56,548,0,66,800,8.5,8,7.9,8.2,7.1,7.4,7.4,7.9,7.8,7.7,7.6,8.1
31R046,P.S. 046 Albert V. Maniscalco,92,80,22,198,0,24,249,8.9,8,7.8,8.3,8.6,8.9,9.4,9.2,8.7,8.5,8.6,8.8
31R047,CSI High School for International Studies,94,94,52,488,31,257,519,33,499,8.5,8,7.7,7.8,7.2,6.5,6.7,7.4,6.9,5.9,6.5,7.2,7.6,6.8,7,7.5
31R048,P.S. 048 William C. Wilcox,82,84,23,329,0,28,393,9.2,8.7,8.3,8.8,9,8.6,9.1,9.4,9.1,8.6,8.7,9.1
31R049,I.S. 49 Berta A. Dreyfus,94,96,42,807,68,329,863,71,781,7.7,7.2,7.4,7.7,5.7,5.8,6.2,7.1,6.2,5.8,6.9,7.5,6.6,6.3,6.8,7.4
31R050,P.S. 050 Frank Hankinson,98,79,46,437,0,47,554,9.1,8.2,8.1,8.5,8.4,6.4,7.2,7.7,8.8,7.3,7.7,8.1
31R051,I.S. 051 Edwin Markham,97,88,45,921,67,386,951,76,850,7.6,7.2,7.1,7.5,7.5,7.9,8.1,8.5,6,5.5,6.4,7.6,7.1,6.9,7.2,7.9
31R052,P.S. 052 John C. Thompson,91,75,52,370,0,57,495,8.7,7.6,7.5,7.8,8.3,7.9,8.4,8.7,8.5,7.7,8,8.2
31R053,P.S. 053 Bay Terrace,96,92,49,456,0,51,498,9.1,8.4,8.2,8.8,9.5,9.2,9.6,9.8,9.3,8.8,8.9,9.3
31R054,P.S. 054 Charles W. Leng,83,89,48,584,0,58,654,8.7,7.9,7.7,8.3,7.4,7.1,7.1,7.6,8.1,7.5,7.4,8
31R055,P.S. 055 Henry M. Boehm,100,90,46,472,0,46,522,8.8,8,8.3,8.2,8.1,6.9,7.7,8.3,8.4,7.5,8,8.2
31R056,P.S. 56 The Louis Desario School,67,93,30,534,0,45,572,8.8,7.9,7.7,8,7.4,5.9,7.3,7.5,8.1,6.9,7.5,7.7
31R057,P.S. 057 Hubert H. Humphrey,57,66,33,356,0,58,541,8.6,8,7.8,8.1,6.9,5.8,6.4,6.6,7.8,6.9,7.1,7.3
31R058,Space Shuttle Columbia School,98,93,56,568,0,57,613,8.8,7.9,7.9,8,8.6,8.3,9,9.1,8.7,8.1,8.4,8.5
31R060,P.S. 060 Alice Austen,89,74,58,523,0,65,705,8.9,8.3,8.1,8.7,8.1,6.9,7.3,7.9,8.5,7.6,7.7,8.3
31R061,I.S. 061 William A Morris,92,82,35,1151,77,392,1247,94,1119,7.5,7,7.2,7.5,5.9,6.4,6.8,7.6,6,6.5,7,8,6.5,6.6,7,7.7
31R063,Marsh Avenue School for Expeditionary Learning,93,97,74,397,31,291,427,32,393,9.1,8.6,8.6,8.8,8.5,7.9,8.6,9,8.5,8,8.5,9,8.7,8.2,8.6,8.9
31R064,Gaynor McCown Expeditionary Learning School,95,92,52,286,23,146,300,25,282,8,7.8,7.5,7.5,6.1,6.4,6.5,7.5,6.4,6.4,6.7,7.2,6.9,6.8,6.9,7.4
31R065,P.S. 65 The Academy of Innovative Learning,88,44,15,97,0,17,220,9.3,8.7,8.6,9,9.3,9.2,9.6,9.5,9.3,9,9.1,9.2
31R069,P.S. 069 Daniel D. Tompkins,100,100,73,723,0,73,719,9,8.1,8.1,8.4,9.3,8.8,9.4,9.6,9.2,8.5,8.8,9
31R072,I.S. 072 Rocco Laurie,92,93,78,1454,112,1116,1587,120,1429,7.5,7.2,7.1,7.6,7,7.9,7.5,8.1,6,5.6,6.6,7.4,6.8,6.9,7.1,7.7
31R074,P.S. 74 FUTURE LEADERS ELEMENTARY SCHOOL,100,73,9,73,0,9,100,9.3,8.6,8.5,8.7,7.8,6.2,6.5,6.9,8.6,7.4,7.5,7.8
31R075,I.S. 075 Frank D. Paulo,97,82,46,1220,68,518,1258,83,1123,8.7,7.7,7.9,8,8.4,7.7,8.3,8.6,6.9,5.7,7.1,7.6,8,7.1,7.8,8.1
31R080,The Michael J. Petrides School,96,86,40,753,63,459,786,73,1159,8.1,7.3,7.5,7.7,7,6.8,7.4,7.8,6.7,6.2,7.3,7.6,7.3,6.8,7.4,7.7
31R440,New Dorp High School,90,100,31,2173,127,687,2408,127,2197,7.7,7.4,7.4,7.5,7.6,7.9,8.1,8.1,6.1,5.7,6.4,6.9,7.1,7,7.3,7.5
31R445,Port Richmond High School,74,68,16,1567,81,297,2119,120,1901,7.1,7.2,7.3,7.4,6.7,6.8,7,7.7,5.2,5.1,5.7,6.6,6.4,6.4,6.6,7.2
31R450,Curtis High School,77,85,39,1856,120,873,2424,141,2220,7.1,7.1,7.4,7.6,7,7.1,7.6,7.9,6,5.8,6.6,7.2,6.7,6.7,7.2,7.6
31R455,Tottenville High School,85,94,30,3165,189,998,3726,201,3291,7.6,7,7.4,7.4,7.7,7.5,7.8,8,7.1,6.2,7.5,7.8,7.4,6.9,7.5,7.7
31R460,Susan E. Wagner High School,92,98,36,2855,155,990,3088,158,2773,7.5,7,7.3,7.5,7.5,7.7,7.7,8.3,6.7,6.2,7.1,7.5,7.3,7,7.4,7.8
31R470,Concord High School,78,100,70,105,13,89,135,13,128,8.6,8.2,8,8.2,8.7,8.5,8.6,9.1,8,6.9,7.4,8,8.4,7.9,8,8.4
31R600,Ralph R. McKee Career and Technical Education High,87,96,46,620,46,319,712,48,689,7.6,7.1,7.1,7.5,6.4,6.5,6.6,6.9,6,5.8,6.2,6.8,6.7,6.5,6.6,7.1
31R605,Staten Island Technical High School,99,100,93,1003,54,907,1018,54,976,8.8,8,8,8.3,8.9,8.2,8.5,9,8.2,7.4,7.8,8.5,8.6,7.8,8.1,8.6
31R607,Staten Island Yabc,92,100,24,87,21,23,95,21,95,8.9,7.6,7.3,8.4,8.6,8.6,8.9,8.8,7.5,6.2,7.2,7.2,8.3,7.5,7.8,8.1
31R861,Staten Island School of Civic Leadership,99,97,84,259,32,355,262,33,425,9.2,8.4,8.3,8.7,9,8.7,9.1,9.6,7.6,6.7,7.5,8.4,8.6,8,8.3,8.9
32K045,P.S. 045 Horace E. Greene,95,73,56,449,0,59,618,8.9,8.2,8.1,8.5,8.1,8.1,8.2,8.8,8.5,8.2,8.2,8.7
32K075,P.S. 075 Mayda Cortiella,92,70,48,348,0,52,494,8.8,8.2,8,8.5,7.6,7.6,7.5,7.9,8.2,7.9,7.8,8.2
32K086,P.S. 086 The Irvington,90,82,35,353,0,39,430,9.2,8.3,8.7,8.7,8,7.3,8.1,8.4,8.6,7.8,8.4,8.6
32K106,P.S. 106 Edward Everett Hale,94,77,47,383,0,50,495,9.1,8.6,8.4,8.7,6.6,6.6,7,7.5,7.9,7.6,7.7,8.1
32K116,P.S. 116 Elizabeth L Farrell,73,62,33,263,0,45,422,8.8,8.4,8.2,8.5,7.2,6.2,6.7,7.5,8,7.3,7.5,8
32K123,P.S. 123 Suydam,100,78,68,552,0,67,705,9,8.4,8.3,8.6,7.4,6.6,7,7.4,8.2,7.5,7.7,8
32K145,P.S. 145 Andrew Jackson,88,64,57,436,0,65,679,8.8,7.9,7.7,8.1,7.6,6.7,6.8,7.5,8.2,7.3,7.2,7.8
32K151,P.S. 151 Lyndon B. Johnson,89,77,31,265,0,35,346,9,8.2,8.1,8.4,7.4,6.2,5.8,7.3,8.2,7.2,7,7.8
32K162,J.H.S. 162 The Willoughby,81,90,39,490,43,216,603,48,557,7.4,7.3,6.9,7.5,6,6.6,6.5,7.5,6.1,5.7,6.2,7.1,6.5,6.5,6.5,7.4
32K274,P.S. 274 Kosciusko,100,78,50,417,0,50,538,8.5,8,7.9,8.1,7.5,7.4,7.7,8.2,8,7.7,7.8,8.2
32K291,J.H.S. 291 Roland Hayes,91,93,0,587,50,645,54,592,5.4,6,6.6,7.2,5.8,5.8,6.4,7.3,5.6,5.9,6.5,7.2
32K296,J.H.S. 296 The Halsey School,88,50,27,456,23,130,519,46,475,7.3,7.6,7.3,7.6,5.3,4.8,5.4,5.9,5.3,5.6,6.2,7.1,6,6,6.3,6.9
32K299,P.S. 299 Thomas Warren Field,97,72,34,247,0,35,344,8.1,8,7.9,7.9,7.3,6.9,7.5,8.1,7.7,7.4,7.7,8
32K347,I.S. 347 School of Humanities,91,79,18,437,38,82,479,48,449,8.2,7.5,7.2,7.8,7.4,7,7.7,7.9,6.2,5.8,6.3,7.5,7.3,6.8,7.1,7.7
32K349,"I.S. 349 Math, Science & Tech.",86,77,53,448,30,260,519,39,490,7.8,7.4,7.4,7.7,7.3,6.5,7.2,7.6,6.4,5.6,6.9,7.6,7.1,6.5,7.1,7.7
32K376,P.S. 376,100,94,44,467,0,44,497,9.1,8.4,8.3,8.6,8.8,8.2,8.5,8.9,9,8.3,8.4,8.7
32K377,P.S. 377 Alejandrina B. De Gautier,95,68,50,264,38,306,277,56,606,8.1,7.5,7.5,7.8,4.3,4,4.8,5.6,4.8,5.3,5.4,6.7,5.8,5.6,5.9,6.7
32K383,J.H.S. 383 Philippa Schuyler,96,95,37,825,52,335,858,55,913,8,7.2,7.2,7.8,7,6.2,7.1,7.2,5.7,5.6,6.1,7.3,6.9,6.3,6.8,7.4
32K384,P.S. /I.S. 384 Frances E. Carter,98,100,99,187,53,557,190,53,565,8.7,8.2,8,8.3,8.3,8,8.4,9,7.6,6.9,7.8,8.4,8.2,7.7,8.1,8.6
32K403,Academy for Environmental Leadership,87,88,29,293,22,91,337,25,316,8.1,8.3,7.9,8.4,6.1,5.6,6.2,7.2,5.8,5.7,6.1,7.1,6.7,6.5,6.8,7.6
32K545,EBC High School for Public Service–Bushwick,80,57,34,504,28,205,633,49,595,8,7.5,7.5,7.8,5.8,2.4,3.4,4.8,6.4,5.8,6.2,7,6.7,5.2,5.7,6.5
32K549,Bushwick School for Social Justice,73,88,41,295,30,160,402,34,389,8.2,8.1,7.9,8.3,7.3,7.7,8.1,8.5,6.5,5.9,6.6,7.3,7.3,7.2,7.5,8.1
32K552,Academy of Urban Planning,59,49,31,256,17,127,434,35,413,7.9,7.9,7.7,8,6.4,5.8,7,7.1,6.4,5.7,6.7,7.3,6.9,6.5,7.1,7.4
32K554,All City Leadership Secondary School,88,81,38,206,13,80,235,16,213,9.4,8.6,8.5,8.7,9.6,8.4,9.1,9.6,8.9,7.1,8.4,8.9,9.3,8.1,8.7,9.1
32K556,Bushwick Leaders High School for Academic Excellen,67,71,35,323,24,164,485,34,466,8.5,7.9,7.8,8.1,7.1,7.1,7.6,7.7,6.6,6,6.7,7.3,7.4,7,7.4,7.7
32K564,Bushwick Community High School,61,100,37,215,27,121,351,27,325,9.2,8.1,8,8.2,8.2,6.6,7.5,8,8.3,6.5,7.6,8.1,8.6,7,7.7,8.1
84K355,Williamsburg Collegiate Charter School,93,100,70,252,39,220,270,39,316,9.1,8.8,8.3,9,9.3,9.1,9.5,9.7,7.3,6.6,7.3,8.2,8.6,8.2,8.4,9
84K356,Achievement First- Crown Heights Charter School,92,29,21,260,19,129,284,65,623,8.2,7.9,7.5,8.2,7.6,7.5,7.1,7.9,6.5,6.5,6.4,7.8,7.4,7.3,7,7.9
84K357,KIPP AMP Charter School,72,78,47,181,21,148,250,27,316,8.7,8,7.7,8.3,6.5,5.2,6,6.6,6.1,6.4,6.7,7.6,7.1,6.5,6.8,7.5
84K358,Achievement First East New York School,27,79,40,22,41,202,83,52,507,9,8.8,8.4,9,7.9,7.1,7.5,8.4,6.9,6.1,7.3,7.8,7.9,7.3,7.7,8.4
84K359,The Uft Charter School,71,14,28,317,10,212,448,74,766,8.5,7.9,7.8,7.9,7.5,6,6.6,7.2,5.5,5.5,5.5,6.9,7.1,6.6,6.7,7.4
84K362,Hellenic Classical Charter School,100,100,86,69,27,272,69,27,315,9.2,8.8,8.6,8.9,7.9,8.2,8.6,8.8,7.6,6.6,7.9,8.3,8.2,7.9,8.4,8.6
84K473,Williamsburg Charter High School,93,51,30,732,38,227,788,75,759,8.7,8.1,7.8,8.2,6.8,4.6,4.5,5.5,6.7,6,6.4,7.2,7.4,6.2,6.2,7
84K508,Achievement First Endeavor Charter School,92,100,76,208,25,226,226,25,297,8.6,8,7.5,8.3,7.9,7.8,7.4,8.4,6.2,5.7,5.9,7.3,7.6,7.2,6.9,8
84K517,Leadership Prep Charter School,67,32,31,116,0,46,367,8.9,8.4,8,8.8,8.9,8.7,8.9,9.3,8.9,8.5,8.4,9.1
84K536,Community Roots Charter School,79,58,26,145,0,33,252,9.2,9.5,9.4,9.3,8.4,8.4,8.5,9.1,8.8,8.9,8.9,9.2
84K538,Achievement First Bushwick Charter School,96,47,43,218,29,279,226,62,656,8.9,8.5,8,8.8,8.6,8.2,8.3,8.9,7,6.1,6.6,8.2,8.2,7.6,7.7,8.6
84K593,Excellence Charter School of Bedford Stuyvesant,98,93,51,45,41,207,46,44,402,9,8.7,8.4,9,8.2,8.1,8.1,8.8,6.2,5.2,6.5,8,7.8,7.3,7.7,8.6
84K608,Kings Collegiate Charter School,92,100,67,169,24,165,184,23,245,8.6,8.6,7.8,8.7,7.7,7.4,6.7,7.7,6.1,5.5,6.1,7.9,7.5,7.2,6.9,8.1
84K626,ACHIEVEMENT FIRST BROWNSVILLE CHARTER SCHOOL,100,31,31,94,0,31,300,9.2,8.3,8.1,9,7.8,7.6,7.5,8.3,8.5,8,7.8,8.7
84K648,Bedford Stuyvesant Collegiate Charter School,99,100,53,113,19,97,114,19,184,9.1,9,8.3,9,8.5,8.1,8.1,8.6,8.2,8.2,8.3,9.2,8.6,8.4,8.2,8.9
84K649,La Cima Charter School,0,0,0,25,237,0,0,0,0
84K651,PAVE Academy Charter School,95,73,20,121,0,21,166,9.1,8.6,8.3,8.9,8.3,6.5,7.1,7.8,8.7,7.6,7.7,8.4
84K652,Brooklyn Ascend Charter School,85,54,23,199,0,27,367,9.4,8.8,8.5,9.3,8.2,6.8,6.4,7.7,8.8,7.8,7.5,8.5
84K693,Believe Northside Charter High School,92,95,30,154,20,48,167,21,158,8.4,8.6,8.1,8.7,7.6,7.1,6.7,7.4,6.8,6.3,6.8,7.3,7.6,7.3,7.2,7.8
84K694,Believe Southside Charter High School,75,81,44,133,17,76,177,21,174,8.3,8.2,7.6,8.1,7.7,7.9,7.7,8.4,6.6,6.2,6.7,7.2,7.5,7.4,7.4,7.9
84K701,Brooklyn Charter School,86,62,25,119,0,29,193,9.3,8.9,8.7,8.9,8.3,8,8,8.4,8.8,8.4,8.4,8.7
84K702,Community Partnership Charter,100,96,42,32,24,119,32,25,286,8.7,8.7,8.4,8.8,6.9,6.9,7.2,7.6,6.6,7,6.6,7.6,7.4,7.6,7.4,8
84K703,Beginning With Children Charter School,96,94,58,136,34,210,142,36,365,8.8,8.5,8.3,8.5,7.6,6.9,7,7.5,7.2,7,7.6,7.9,7.8,7.5,7.6,8
84K704,Explore Charter School,98,67,62,124,28,258,126,42,418,8.7,8.3,8,8.5,7.3,6.7,6.9,7.5,7,6.6,7.1,7.9,7.7,7.2,7.3,8
84K707,Brooklyn Prospect Charter School,87,94,61,173,15,121,200,16,197,8.7,8.2,8.3,8.7,8.2,7.8,8.3,8.7,7.4,7.5,7.5,7.8,8.1,7.8,8,8.4
84K710,Brownsville Collegiate Charter School,93,100,67,70,15,98,75,15,146,9,8.5,8,8.8,9.3,8.9,9,9.2,6.4,5.8,6.4,7.6,8.2,7.7,7.8,8.5
84K711,Leadership Preparatory Brownsville Charter School,100,84,18,163,0,18,194,9.2,9.1,8.5,9.2,8.8,9,9.1,9.5,9,9,8.8,9.4
84K712,Excellence Girls Charter School,100,44,21,97,0,21,221,9.3,9.2,8.7,9.2,9.3,8.9,9.1,9.4,9.3,9,8.9,9.3
84K726,Fahari Academy Charter School,81,29,54,42,5,72,52,17,134,8,7.5,7.3,7.4,6,6.5,5.2,6.9,6.3,5.4,6.3,7.6,6.8,6.4,6.3,7.3
84K730,Summit Academy Charter School,86,61,48,142,11,77,165,18,160,9,8.8,8.4,8.9,7.3,7.3,6.6,7.4,7,6.9,7.6,7.9,7.8,7.7,7.6,8.1
84K731,Brooklyn Excelsior Charter,39,48,29,91,21,180,231,44,621,8.4,7.7,7.5,7.9,6.9,6.6,6.4,7.2,6.4,6.2,7.1,7.7,7.2,6.9,7,7.6
84K734,The Ethical Community Charter School (TECCS),65,37,11,52,0,17,141,9.2,9,8.8,8.9,8,6.6,7.4,7.7,8.6,7.8,8.1,8.3
84K737,Brownsville Ascend Charter School,67,85,12,190,0,18,224,9.1,8.4,8.2,9.1,7.4,5.6,5.9,7.1,8.3,7,7,8.1
84K740,Brooklyn Scholars Charter School,46,14,11,28,0,24,205,9.2,8.7,8.6,8.7,8.5,8.1,8.5,8.7,8.8,8.4,8.6,8.7
84K742,Explore Empower Charter School,95,83,21,161,0,22,194,9,8.7,8.4,9,7,6.9,6.8,7.4,8,7.8,7.6,8.2
84K744,Coney Island Preparatory Public Charter School,100,100,94,88,15,159,88,15,170,9.3,8.8,8.3,9.1,9.5,8.5,9.2,8.9,8.1,7.2,7.4,8.7,9,8.2,8.3,8.9
84K746,Hebrew Language Academy Charter School,86,66,18,139,0,21,212,9,8.5,8.4,8.5,6.7,6.1,6.1,6.7,7.9,7.3,7.2,7.6
84K769,Hyde Leadership Charter School- Brooklyn,50,30,7,32,0,14,106,8.7,7.9,7.8,7.9,6.2,6.5,6.4,7.1,7.5,7.2,7.1,7.5
84K774,Achievement First Apollo Charter School,82,37,14,61,0,17,163,9.1,9,8.8,9.5,6.8,7,7,7.8,8,8,7.9,8.6
84K775,Leadership Preparatory Ocean Hill Charter School,100,74,11,93,0,11,126,9.5,8.9,8.4,9.4,9.3,9.2,9.4,8.9,9.4,9,8.9,9.2
84K777,Ocean Hill Collegiate Charter School,100,80,7,63,0,7,79,9.3,9.1,8.4,9.2,9.7,9.1,9.8,9.6,9.5,9.1,9.1,9.4
84K780,Brooklyn East Collegiate Charter School,100,91,8,71,0,7,78,9.4,8.6,8.4,9,9.4,8.9,9.6,9.3,9.4,8.7,9,9.2
84K782,Bedford Stuyvesant New Beginnings Charter School,100,66,17,107,0,17,162,8.9,8.6,8.5,8.7,7.6,6.8,5.9,7.2,8.2,7.7,7.2,7.9
84K785,Imagine Me Leadership Charter School,75,47,6,49,0,8,105,8.7,8.2,7.8,8.6,7.4,7.5,7.4,7.7,8.1,7.9,7.6,8.2
84K791,Brooklyn Dreams Charter School,5,24,1,42,0,20,174,9.5,9.1,8.8,9.3,9.6,7.9,7.9,9.3,9.5,8.7,8.5,9.3
84K792,The Cultural Arts Academy at Spring Creek Charter,100,77,14,85,0,14,111,9.4,9.1,9.1,9.4,8.6,8.5,8.7,9.1,9,8.8,8.9,9.2
84K793,Bushwick Ascend Charter School,83,62,10,120,0,12,194,9.3,8.8,8.5,9.2,7.3,6.5,5.4,6.5,8.3,7.7,6.9,7.9
84K796,Lefferts Garden Charter School,86,37,12,55,0,14,147,9.1,8.9,8.3,8.9,7.7,7,7.3,6.4,8.4,7.9,7.8,7.7
84K797,New Hope Academy Charter School,94,90,15,148,0,16,165,9.4,8.9,8.4,9.2,8.2,7.5,8.1,8.3,8.8,8.2,8.2,8.7
84M279,The Opportunity Charter School,90,85,73,362,41,265,403,48,365,8.1,8,7.9,8,4.7,4.9,5.5,5.9,6.5,6.5,7.2,7.7,6.4,6.5,6.9,7.2
84M284,Harlem Children's Zone/Promise Academy Charter Sch,82,92,81,243,55,628,295,60,780,8.9,8.4,8.4,8.5,7.1,6.9,7.3,7.9,7,6.7,7.7,8,7.7,7.3,7.8,8.1
